Transition(state=array([-0.5513977]), action=1, next_state=array([-0.38281483]), reward=-0.38281482779787934)
Transition(state=array([-0.07257314]), action=0, next_state=array([-0.03218287]), reward=-0.03218286693961874)
Transition(state=array([-0.03218287]), action=0, next_state=array([ 0.04565662]), reward=-0.04565661685687037)
Transition(state=array([ 0.04565662]), action=0, next_state=array([ 0.08787262]), reward=-0.08787262459176737)
Transition(state=array([ 0.08787262]), action=0, next_state=array([ 0.17615508]), reward=-0.17615507722923884)
Transition(state=array([ 0.17615508]), action=2, next_state=array([ 0.02290781]), reward=-0.022907810675707463)
Transition(state=array([ 0.02290781]), action=0, next_state=array([-0.06125918]), reward=-0.0612591791407195)
Transition(state=array([-0.06125918]), action=0, next_state=array([-0.01767373]), reward=-0.01767373210270795)
Transition(state=array([-0.01767373]), action=0, next_state=array([-0.11160703]), reward=-0.11160702759665382)
Transition(state=array([-0.11160703]), action=1, next_state=array([-0.03048605]), reward=-0.030486053171455696)
Transition(state=array([-0.03048605]), action=0, next_state=array([ 0.02896605]), reward=-0.02896604848669282)
Transition(state=array([ 0.02896605]), action=0, next_state=array([ 0.06094731]), reward=-0.06094730699965312)
Transition(state=array([ 0.06094731]), action=0, next_state=array([ 0.0442471]), reward=-0.044247101488274196)
Transition(state=array([ 0.0442471]), action=0, next_state=array([ 0.11318455]), reward=-0.11318454766627184)
Transition(state=array([ 0.11318455]), action=2, next_state=array([-0.06156723]), reward=-0.06156722730810474)
Transition(state=array([-0.06156723]), action=0, next_state=array([ 0.01930773]), reward=-0.019307733487164525)
Transition(state=array([ 0.01930773]), action=0, next_state=array([-0.06278539]), reward=-0.06278538958573876)
Transition(state=array([-0.06278539]), action=0, next_state=array([ 0.00372621]), reward=-0.0037262053544198787)
Transition(state=array([ 0.00372621]), action=0, next_state=array([ 0.04548392]), reward=-0.04548391663824763)
Transition(state=array([ 0.04548392]), action=0, next_state=array([ 0.08238726]), reward=-0.0823872628897142)
Transition(state=array([ 0.08238726]), action=0, next_state=array([ 0.16997009]), reward=-0.1699700939145885)
Transition(state=array([ 0.16997009]), action=2, next_state=array([ 0.05757541]), reward=-0.05757541021806398)
Transition(state=array([ 0.05757541]), action=0, next_state=array([ 0.09366519]), reward=-0.0936651872226407)
Transition(state=array([ 0.09366519]), action=0, next_state=array([ 0.0882156]), reward=-0.08821559504433611)
Transition(state=array([ 0.0882156]), action=0, next_state=array([ 0.10449719]), reward=-0.1044971928669111)
Transition(state=array([ 0.10449719]), action=2, next_state=array([ 0.05243959]), reward=-0.05243959202263304)
Transition(state=array([ 0.05243959]), action=0, next_state=array([-0.00917365]), reward=-0.009173650774535871)
Transition(state=array([-0.00917365]), action=0, next_state=array([-0.0349923]), reward=-0.03499230488409255)
Transition(state=array([-0.0349923]), action=0, next_state=array([-0.05305014]), reward=-0.05305013762865272)
Transition(state=array([-0.05305014]), action=0, next_state=array([-0.09262853]), reward=-0.09262853380346531)
Transition(state=array([-0.09262853]), action=0, next_state=array([-0.0711197]), reward=-0.07111970077715067)
Transition(state=array([-0.0711197]), action=0, next_state=array([ 0.01156687]), reward=-0.011566871773443704)
Transition(state=array([ 0.01156687]), action=0, next_state=array([ 0.01335128]), reward=-0.013351276658325468)
Transition(state=array([ 0.01335128]), action=0, next_state=array([ 0.01067836]), reward=-0.010678356882922641)
Transition(state=array([ 0.01067836]), action=0, next_state=array([ 0.09667819]), reward=-0.0966781860276298)
Transition(state=array([ 0.09667819]), action=0, next_state=array([ 0.07478576]), reward=-0.07478576177979063)
Transition(state=array([ 0.07478576]), action=0, next_state=array([-0.00687816]), reward=-0.006878159788772528)
Transition(state=array([-0.00687816]), action=0, next_state=array([-0.05275729]), reward=-0.05275729098096808)
Transition(state=array([-0.05275729]), action=0, next_state=array([-0.02334126]), reward=-0.023341263613937596)
Transition(state=array([-0.02334126]), action=0, next_state=array([-0.06357141]), reward=-0.06357140769215808)
Transition(state=array([-0.06357141]), action=0, next_state=array([-0.02598025]), reward=-0.025980245327813685)
Transition(state=array([-0.02598025]), action=0, next_state=array([-0.12195887]), reward=-0.1219588658740309)
Transition(state=array([-0.12195887]), action=1, next_state=array([ 0.06151376]), reward=-0.06151375658780406)
Transition(state=array([ 0.06151376]), action=0, next_state=array([ 0.12190872]), reward=-0.1219087225860316)
Transition(state=array([ 0.12190872]), action=2, next_state=array([-0.03874234]), reward=-0.03874233699393558)
Transition(state=array([-0.03874234]), action=0, next_state=array([ 0.05848596]), reward=-0.0584859620460444)
Transition(state=array([ 0.05848596]), action=0, next_state=array([ 0.01156094]), reward=-0.011560942956285854)
Transition(state=array([ 0.01156094]), action=0, next_state=array([ 0.10692425]), reward=-0.10692425310380671)
Transition(state=array([ 0.10692425]), action=2, next_state=array([-0.00335648]), reward=-0.003356478224427417)
Transition(state=array([-0.00335648]), action=0, next_state=array([-0.08042034]), reward=-0.08042033664888937)
Transition(state=array([-0.08042034]), action=0, next_state=array([-0.11044427]), reward=-0.11044426997139438)
Transition(state=array([-0.11044427]), action=1, next_state=array([ 0.0129992]), reward=-0.012999202946288299)
Transition(state=array([ 0.0129992]), action=0, next_state=array([ 0.09751205]), reward=-0.0975120465292686)
Transition(state=array([ 0.09751205]), action=0, next_state=array([ 0.01937195]), reward=-0.01937194722831602)
Transition(state=array([ 0.01937195]), action=0, next_state=array([ 0.02330126]), reward=-0.023301257579869325)
Transition(state=array([ 0.02330126]), action=0, next_state=array([-0.01394038]), reward=-0.013940384291654867)
Transition(state=array([-0.01394038]), action=0, next_state=array([-0.11272667]), reward=-0.11272667310504736)
Transition(state=array([-0.11272667]), action=1, next_state=array([-0.10397849]), reward=-0.10397849002897921)
Transition(state=array([-0.10397849]), action=1, next_state=array([ 0.00592426]), reward=-0.005924257477437148)
Transition(state=array([ 0.00592426]), action=0, next_state=array([-0.05274634]), reward=-0.05274634451493172)
Transition(state=array([-0.05274634]), action=0, next_state=array([-0.00318033]), reward=-0.0031803331333748464)
Transition(state=array([-0.00318033]), action=0, next_state=array([ 0.06733861]), reward=-0.06733860620636112)
Transition(state=array([ 0.06733861]), action=0, next_state=array([-0.01478989]), reward=-0.014789890092094776)
Transition(state=array([-0.01478989]), action=0, next_state=array([-0.0530948]), reward=-0.0530948039738801)
Transition(state=array([-0.0530948]), action=0, next_state=array([-0.01406109]), reward=-0.014061085164826188)
Transition(state=array([-0.01406109]), action=0, next_state=array([ 0.08315628]), reward=-0.0831562817980129)
Transition(state=array([ 0.08315628]), action=0, next_state=array([ 0.02051789]), reward=-0.020517891060450252)
Transition(state=array([ 0.02051789]), action=0, next_state=array([ 0.08878647]), reward=-0.08878647379749591)
Transition(state=array([ 0.08878647]), action=0, next_state=array([-0.00752277]), reward=-0.007522769262682236)
Transition(state=array([-0.00752277]), action=0, next_state=array([-0.09088697]), reward=-0.09088696872035704)
Transition(state=array([-0.09088697]), action=0, next_state=array([-0.10297365]), reward=-0.10297364970319557)
Transition(state=array([-0.10297365]), action=1, next_state=array([ 0.07188359]), reward=-0.07188359227637539)
Transition(state=array([ 0.07188359]), action=0, next_state=array([ 0.1399696]), reward=-0.1399695956338226)
Transition(state=array([ 0.1399696]), action=2, next_state=array([ 0.05331831]), reward=-0.053318305289765305)
Transition(state=array([ 0.05331831]), action=0, next_state=array([ 0.15148729]), reward=-0.15148728761276406)
Transition(state=array([ 0.15148729]), action=2, next_state=array([ 0.03922283]), reward=-0.039222830686815285)
Transition(state=array([ 0.03922283]), action=0, next_state=array([ 0.01793299]), reward=-0.01793298610531872)
Transition(state=array([ 0.01793299]), action=0, next_state=array([-0.02094015]), reward=-0.02094015435794801)
Transition(state=array([-0.02094015]), action=0, next_state=array([-0.09875691]), reward=-0.09875690988778676)
Transition(state=array([-0.09875691]), action=0, next_state=array([-0.11356504]), reward=-0.11356503895337051)
Transition(state=array([-0.11356504]), action=1, next_state=array([-0.08323356]), reward=-0.08323355525245127)
Transition(state=array([-0.08323356]), action=0, next_state=array([-0.0218565]), reward=-0.021856501521939548)
Transition(state=array([-0.0218565]), action=0, next_state=array([ 0.05267961]), reward=-0.05267960925444479)
Transition(state=array([ 0.05267961]), action=0, next_state=array([ 0.01954672]), reward=-0.01954671908647966)
Transition(state=array([ 0.01954672]), action=0, next_state=array([-0.05804957]), reward=-0.0580495656151013)
Transition(state=array([-0.05804957]), action=0, next_state=array([-0.05607469]), reward=-0.05607468703233558)
Transition(state=array([-0.05607469]), action=0, next_state=array([-0.04039847]), reward=-0.04039847152379983)
Transition(state=array([-0.04039847]), action=0, next_state=array([-0.13062642]), reward=-0.1306264231591714)
Transition(state=array([-0.13062642]), action=1, next_state=array([-0.00958296]), reward=-0.00958295880107786)
Transition(state=array([-0.00958296]), action=0, next_state=array([-0.05504955]), reward=-0.05504954587515955)
Transition(state=array([-0.05504955]), action=0, next_state=array([-0.0431668]), reward=-0.04316680202710871)
Transition(state=array([-0.0431668]), action=0, next_state=array([-0.12390393]), reward=-0.1239039346014197)
Transition(state=array([-0.12390393]), action=1, next_state=array([ 0.04384951]), reward=-0.04384951427802053)
Transition(state=array([ 0.04384951]), action=0, next_state=array([ 0.01248585]), reward=-0.012485846035184212)
Transition(state=array([ 0.01248585]), action=0, next_state=array([-0.02039169]), reward=-0.020391685374956857)
Transition(state=array([-0.02039169]), action=0, next_state=array([ 0.00265762]), reward=-0.0026576157858825313)
Transition(state=array([ 0.00265762]), action=0, next_state=array([-0.07062539]), reward=-0.07062538873059523)
Transition(state=array([-0.07062539]), action=0, next_state=array([-0.05241742]), reward=-0.052417423151463347)
Transition(state=array([-0.05241742]), action=0, next_state=array([ 0.0166194]), reward=-0.016619399614074812)
Transition(state=array([ 0.0166194]), action=0, next_state=array([ 0.02306915]), reward=-0.023069145896486738)
Transition(state=array([ 0.02306915]), action=0, next_state=array([ 0.08472203]), reward=-0.08472202501231302)
Transition(state=array([ 0.08472203]), action=0, next_state=array([ 0.01112835]), reward=-0.011128354502907445)
Transition(state=array([ 0.01112835]), action=0, next_state=array([-0.06956873]), reward=-0.06956872955678443)
Transition(state=array([-0.06956873]), action=0, next_state=array([-0.0730025]), reward=-0.0730025019845891)
Transition(state=array([-0.0730025]), action=0, next_state=array([-0.05087673]), reward=-0.050876725567106484)
Transition(state=array([-0.05087673]), action=0, next_state=array([-0.08825513]), reward=-0.08825512711947336)
Transition(state=array([-0.08825513]), action=0, next_state=array([-0.12310651]), reward=-0.12310650880005672)
Transition(state=array([-0.12310651]), action=1, next_state=array([-0.06949282]), reward=-0.06949282006223548)
Transition(state=array([-0.06949282]), action=0, next_state=array([-0.12044256]), reward=-0.12044256168487519)
Transition(state=array([-0.12044256]), action=1, next_state=array([ 0.03210201]), reward=-0.03210200671367894)
Transition(state=array([ 0.03210201]), action=0, next_state=array([ 0.02947533]), reward=-0.02947532625391152)
Transition(state=array([ 0.02947533]), action=0, next_state=array([-0.01846479]), reward=-0.018464786878952387)
Transition(state=array([-0.01846479]), action=0, next_state=array([-0.02250202]), reward=-0.022502017313820465)
Transition(state=array([-0.02250202]), action=0, next_state=array([-0.04981172]), reward=-0.04981172442426125)
Transition(state=array([-0.04981172]), action=0, next_state=array([-0.06345343]), reward=-0.06345342602851925)
Transition(state=array([-0.06345343]), action=0, next_state=array([ 0.01951137]), reward=-0.019511370925559948)
Transition(state=array([ 0.01951137]), action=0, next_state=array([-0.01598683]), reward=-0.01598682922504819)
Transition(state=array([-0.01598683]), action=0, next_state=array([ 0.02176189]), reward=-0.021761891057725156)
Transition(state=array([ 0.01900892]), action=0, next_state=array([-0.06833344]), reward=-0.06833343902412475)
Transition(state=array([-0.06833344]), action=0, next_state=array([-0.10306322]), reward=-0.10306321556735022)
Transition(state=array([-0.10306322]), action=1, next_state=array([ 0.08848322]), reward=-0.08848322300509122)
Transition(state=array([ 0.08848322]), action=0, next_state=array([ 0.057059]), reward=-0.05705900159511368)
