Transition(state=array([ 0.14800801, -0.50084984]), action=3, next_state=array([-0.01572656, -0.55180145]), reward=-0.5518014543660551)
Transition(state=array([ 0.16969103, -0.20113517]), action=3, next_state=array([ 0.07529145, -0.2784415 ]), reward=-0.2784414958127418)
Transition(state=array([ 0.07529145, -0.2784415 ]), action=3, next_state=array([ 0.16490721, -0.25031325]), reward=-0.2503132496365047)
Transition(state=array([ 0.16490721, -0.25031325]), action=3, next_state=array([ 0.27833691, -0.06871616]), reward=-0.2783369052641862)
Transition(state=array([ 0.27833691, -0.06871616]), action=2, next_state=array([ 0.12643298, -0.26313527]), reward=-0.26313526779574886)
Transition(state=array([ 0.12643298, -0.26313527]), action=3, next_state=array([ 0.23396047, -0.00453783]), reward=-0.23396047204352813)
Transition(state=array([ 0.23396047, -0.00453783]), action=2, next_state=array([-0.06210693, -0.02891497]), reward=-0.062106925377326094)
Transition(state=array([-0.06210693, -0.02891497]), action=1, next_state=array([ 0.17855548, -0.18053266]), reward=-0.18053266029094728)
Transition(state=array([ 0.17855548, -0.18053266]), action=3, next_state=array([ 0.15163499, -0.02290303]), reward=-0.15163498940134174)
Transition(state=array([ 0.15163499, -0.02290303]), action=2, next_state=array([ 0.00555322, -0.20803257]), reward=-0.2080325686423352)
Transition(state=array([ 0.00555322, -0.20803257]), action=3, next_state=array([-0.02463123,  0.06969178]), reward=-0.06969178457924763)
Transition(state=array([-0.02463123,  0.06969178]), action=1, next_state=array([ 0.24194445, -0.06337645]), reward=-0.24194444825940067)
Transition(state=array([ 0.24194445, -0.06337645]), action=2, next_state=array([ 0.07147807, -0.0647804 ]), reward=-0.07147806846024976)
Transition(state=array([ 0.07147807, -0.0647804 ]), action=0, next_state=array([ 0.02831077, -0.21570069]), reward=-0.21570069478490878)
Transition(state=array([ 0.02831077, -0.21570069]), action=3, next_state=array([ 0.21193413, -0.16973473]), reward=-0.2119341341365006)
Transition(state=array([ 0.21193413, -0.16973473]), action=2, next_state=array([-0.03478945,  0.0201576 ]), reward=-0.03478944805447601)
Transition(state=array([-0.03478945,  0.0201576 ]), action=1, next_state=array([-0.06163301,  0.05747321]), reward=-0.061633006474300256)
Transition(state=array([-0.06163301,  0.05747321]), action=1, next_state=array([-0.10751781,  0.23487132]), reward=-0.23487131956009963)
Transition(state=array([-0.10751781,  0.23487132]), action=4, next_state=array([-0.29401437,  0.18044661]), reward=-0.29401437086414517)
Transition(state=array([-0.29401437,  0.18044661]), action=1, next_state=array([-0.29230402,  0.06207324]), reward=-0.2923040180687525)
Transition(state=array([-0.29230402,  0.06207324]), action=1, next_state=array([-0.33375295,  0.16287881]), reward=-0.3337529481042101)
Transition(state=array([-0.33375295,  0.16287881]), action=1, next_state=array([-0.18287581,  0.15370384]), reward=-0.18287580575613696)
Transition(state=array([-0.18287581,  0.15370384]), action=1, next_state=array([-0.07504308,  0.29553623]), reward=-0.29553622550090325)
Transition(state=array([-0.07504308,  0.29553623]), action=4, next_state=array([-0.18076347,  0.18594523]), reward=-0.18594523339578614)
Transition(state=array([-0.18076347,  0.18594523]), action=1, next_state=array([-0.10535514,  0.27322538]), reward=-0.2732253761889636)
Transition(state=array([-0.10535514,  0.27322538]), action=4, next_state=array([0.03813241, 0.13645508]), reward=-0.13645507664911574)
Transition(state=array([0.03813241, 0.13645508]), action=4, next_state=array([0.00951637, 0.22022151]), reward=-0.22022150615933364)
Transition(state=array([0.00951637, 0.22022151]), action=4, next_state=array([0.18469677, 0.23560998]), reward=-0.2356099786706852)
Transition(state=array([0.18469677, 0.23560998]), action=4, next_state=array([0.27833598, 0.18034442]), reward=-0.2783359797616851)
Transition(state=array([0.27833598, 0.18034442]), action=2, next_state=array([0.29715502, 0.10577774]), reward=-0.2971550202241833)
Transition(state=array([0.29715502, 0.10577774]), action=2, next_state=array([0.05255872, 0.28835753]), reward=-0.2883575277765486)
Transition(state=array([0.05255872, 0.28835753]), action=4, next_state=array([-0.11953739,  0.33968487]), reward=-0.3396848727179561)
Transition(state=array([-0.11953739,  0.33968487]), action=4, next_state=array([-0.13100974,  0.13968184]), reward=-0.1396818364257532)
Transition(state=array([-0.13100974,  0.13968184]), action=1, next_state=array([0.04750133, 0.07977797]), reward=-0.0797779725977192)
Transition(state=array([0.04750133, 0.07977797]), action=0, next_state=array([0.11625315, 0.12612095]), reward=-0.12612095202740148)
Transition(state=array([0.11625315, 0.12612095]), action=4, next_state=array([0.2764153 , 0.14363591]), reward=-0.27641530319981533)
Transition(state=array([0.2764153 , 0.14363591]), action=2, next_state=array([ 0.2869483 , -0.04895967]), reward=-0.286948301733307)
Transition(state=array([ 0.2869483 , -0.04895967]), action=2, next_state=array([0.25833103, 0.0273366 ]), reward=-0.25833103288886616)
Transition(state=array([0.25833103, 0.0273366 ]), action=2, next_state=array([0.32552536, 0.22680589]), reward=-0.32552535615144906)
Transition(state=array([0.32552536, 0.22680589]), action=2, next_state=array([0.15024073, 0.33881147]), reward=-0.3388114738149425)
Transition(state=array([0.15024073, 0.33881147]), action=4, next_state=array([0.27874604, 0.11078951]), reward=-0.27874604161593397)
Transition(state=array([0.27874604, 0.11078951]), action=2, next_state=array([0.17846022, 0.24640634]), reward=-0.24640634305392234)
Transition(state=array([0.17846022, 0.24640634]), action=4, next_state=array([0.19447571, 0.33065731]), reward=-0.3306573101665383)
Transition(state=array([0.19447571, 0.33065731]), action=4, next_state=array([0.21876274, 0.13516054]), reward=-0.21876273976324664)
Transition(state=array([0.21876274, 0.13516054]), action=2, next_state=array([0.26095968, 0.08889315]), reward=-0.260959676931942)
Transition(state=array([0.26095968, 0.08889315]), action=2, next_state=array([0.09279151, 0.19926261]), reward=-0.19926260933246215)
Transition(state=array([0.09279151, 0.19926261]), action=4, next_state=array([0.16418501, 0.09124259]), reward=-0.1641850073613907)
Transition(state=array([0.16418501, 0.09124259]), action=2, next_state=array([0.17951545, 0.25952842]), reward=-0.2595284230063932)
Transition(state=array([0.17951545, 0.25952842]), action=4, next_state=array([0.06893618, 0.24405986]), reward=-0.24405985580410647)
Transition(state=array([0.06893618, 0.24405986]), action=4, next_state=array([-0.01336204,  0.26816379]), reward=-0.2681637904756806)
Transition(state=array([-0.01336204,  0.26816379]), action=4, next_state=array([0.08693296, 0.2951541 ]), reward=-0.2951541003282725)
Transition(state=array([0.08693296, 0.2951541 ]), action=4, next_state=array([-0.06495099,  0.11944195]), reward=-0.11944195226294976)
Transition(state=array([-0.06495099,  0.11944195]), action=1, next_state=array([ 0.09552068, -0.05273338]), reward=-0.09552067971138428)
Transition(state=array([ 0.09552068, -0.05273338]), action=0, next_state=array([0.19645389, 0.08298029]), reward=-0.1964538879136134)
Transition(state=array([0.19645389, 0.08298029]), action=2, next_state=array([0.17832685, 0.05604767]), reward=-0.17832684673329244)
Transition(state=array([0.17832685, 0.05604767]), action=2, next_state=array([0.09787741, 0.17375084]), reward=-0.17375083753640447)
Transition(state=array([0.09787741, 0.17375084]), action=4, next_state=array([0.09660973, 0.2141122 ]), reward=-0.21411220194546074)
Transition(state=array([0.09660973, 0.2141122 ]), action=4, next_state=array([ 0.29044557, -0.01935107]), reward=-0.29044556848906483)
Transition(state=array([ 0.29044557, -0.01935107]), action=2, next_state=array([ 0.08199343, -0.10222493]), reward=-0.10222492621390065)
Transition(state=array([ 0.08199343, -0.10222493]), action=3, next_state=array([ 0.06318065, -0.09109075]), reward=-0.09109074760044547)
Transition(state=array([ 0.06318065, -0.09109075]), action=0, next_state=array([-0.06451356, -0.11460277]), reward=-0.11460277000690387)
Transition(state=array([-0.06451356, -0.11460277]), action=1, next_state=array([ 0.16916549, -0.07713776]), reward=-0.1691654906361486)
Transition(state=array([ 0.16916549, -0.07713776]), action=2, next_state=array([ 0.08197975, -0.04737899]), reward=-0.08197975129249913)
Transition(state=array([ 0.08197975, -0.04737899]), action=0, next_state=array([ 0.14119854, -0.16673291]), reward=-0.1667329064684595)
Transition(state=array([ 0.14119854, -0.16673291]), action=3, next_state=array([0.30345197, 0.0801086 ]), reward=-0.3034519652118006)
Transition(state=array([0.30345197, 0.0801086 ]), action=2, next_state=array([0.30451585, 0.19084125]), reward=-0.3045158450776595)
Transition(state=array([0.30451585, 0.19084125]), action=2, next_state=array([0.40098838, 0.26349479]), reward=-0.4009883834558522)
Transition(state=array([0.40098838, 0.26349479]), action=2, next_state=array([0.34802496, 0.42715521]), reward=-0.4271552095428597)
Transition(state=array([0.34802496, 0.42715521]), action=4, next_state=array([0.27615147, 0.27805603]), reward=-0.27805603264521883)
Transition(state=array([0.27615147, 0.27805603]), action=4, next_state=array([0.14814036, 0.00487308]), reward=-0.14814035543719872)
Transition(state=array([0.14814036, 0.00487308]), action=2, next_state=array([-0.05321163, -0.16749398]), reward=-0.1674939820908137)
Transition(state=array([-0.05321163, -0.16749398]), action=1, next_state=array([-0.05392375, -0.33134388]), reward=-0.33134387690695544)
Transition(state=array([-0.05392375, -0.33134388]), action=3, next_state=array([-0.07628368, -0.18844967]), reward=-0.1884496668250867)
Transition(state=array([-0.07628368, -0.18844967]), action=1, next_state=array([ 0.12103086, -0.25486183]), reward=-0.25486183465405654)
Transition(state=array([ 0.12103086, -0.25486183]), action=3, next_state=array([0.05433796, 0.00853321]), reward=-0.05433795843956955)
Transition(state=array([0.05433796, 0.00853321]), action=0, next_state=array([-0.08244622, -0.02559498]), reward=-0.08244622310025525)
Transition(state=array([-0.08244622, -0.02559498]), action=1, next_state=array([0.08949147, 0.07542703]), reward=-0.08949146528178148)
Transition(state=array([0.08949147, 0.07542703]), action=0, next_state=array([0.13654448, 0.12120824]), reward=-0.136544482693549)
Transition(state=array([0.13654448, 0.12120824]), action=4, next_state=array([ 0.08106949, -0.00792511]), reward=-0.08106948720090536)
Transition(state=array([ 0.08106949, -0.00792511]), action=0, next_state=array([0.06672686, 0.16455022]), reward=-0.16455022269030192)
Transition(state=array([0.06672686, 0.16455022]), action=4, next_state=array([0.04555954, 0.04507403]), reward=-0.04555953904089123)
Transition(state=array([0.04555954, 0.04507403]), action=0, next_state=array([ 0.22931448, -0.09444553]), reward=-0.22931448155348383)
Transition(state=array([ 0.22931448, -0.09444553]), action=2, next_state=array([ 0.21298096, -0.11658847]), reward=-0.21298095877804255)
Transition(state=array([ 0.21298096, -0.11658847]), action=2, next_state=array([-0.08316292, -0.24261023]), reward=-0.24261023011776173)
Transition(state=array([-0.08316292, -0.24261023]), action=1, next_state=array([ 0.15762641, -0.29657488]), reward=-0.2965748815647337)
Transition(state=array([ 0.15762641, -0.29657488]), action=3, next_state=array([ 0.26881091, -0.32917473]), reward=-0.32917473071291936)
Transition(state=array([ 0.26881091, -0.32917473]), action=3, next_state=array([ 0.45229106, -0.32916638]), reward=-0.4522910594970577)
Transition(state=array([ 0.45229106, -0.32916638]), action=2, next_state=array([ 0.2755408 , -0.42114834]), reward=-0.4211483371158464)
Transition(state=array([ 0.2755408 , -0.42114834]), action=3, next_state=array([ 0.47063626, -0.27643748]), reward=-0.47063626366057404)
Transition(state=array([ 0.47063626, -0.27643748]), action=2, next_state=array([ 0.51659087, -0.38224867]), reward=-0.5165908746417999)
Transition(state=array([ 0.51659087, -0.38224867]), action=2, next_state=array([ 0.46639568, -0.3986427 ]), reward=-0.4663956752983004)
Transition(state=array([ 0.46639568, -0.3986427 ]), action=3, next_state=array([ 0.35818599, -0.45035236]), reward=-0.4503523568367689)
Transition(state=array([ 0.35818599, -0.45035236]), action=3, next_state=array([ 0.21694511, -0.33205585]), reward=-0.33205584791030307)
Transition(state=array([ 0.21694511, -0.33205585]), action=3, next_state=array([ 0.17221725, -0.20588141]), reward=-0.20588140812662867)
Transition(state=array([ 0.17221725, -0.20588141]), action=3, next_state=array([ 0.26675559, -0.29876359]), reward=-0.29876359070985103)
Transition(state=array([ 0.26675559, -0.29876359]), action=3, next_state=array([ 0.23487782, -0.39428939]), reward=-0.3942893935695643)
Transition(state=array([ 0.23487782, -0.39428939]), action=3, next_state=array([ 0.39936883, -0.25521362]), reward=-0.3993688310313819)
Transition(state=array([ 0.39936883, -0.25521362]), action=2, next_state=array([ 0.49337876, -0.14585933]), reward=-0.49337875982121127)
Transition(state=array([ 0.49337876, -0.14585933]), action=2, next_state=array([5.79097485e-01, 5.12720768e-04]), reward=-0.5790974847004078)
Transition(state=array([5.79097485e-01, 5.12720768e-04]), action=2, next_state=array([0.60943959, 0.13568005]), reward=-0.6094395922614524)
Transition(state=array([0.60943959, 0.13568005]), action=2, next_state=array([0.45381018, 0.19221724]), reward=-0.4538101797647308)
Transition(state=array([0.45381018, 0.19221724]), action=2, next_state=array([0.18903129, 0.27880167]), reward=-0.27880167204545264)
Transition(state=array([0.18903129, 0.27880167]), action=4, next_state=array([0.15065412, 0.20233391]), reward=-0.2023339146804549)
Transition(state=array([0.15065412, 0.20233391]), action=4, next_state=array([0.22391826, 0.20134605]), reward=-0.22391826387639258)
Transition(state=array([0.22391826, 0.20134605]), action=2, next_state=array([0.10509413, 0.29681958]), reward=-0.296819578085464)
Transition(state=array([0.10509413, 0.29681958]), action=4, next_state=array([0.24637795, 0.18735787]), reward=-0.24637795486282627)
Transition(state=array([0.24637795, 0.18735787]), action=2, next_state=array([0.23164097, 0.27914518]), reward=-0.2791451840265321)
Transition(state=array([0.23164097, 0.27914518]), action=4, next_state=array([0.19556574, 0.13580706]), reward=-0.19556574443538624)
Transition(state=array([0.19556574, 0.13580706]), action=2, next_state=array([ 0.26450927, -0.05745614]), reward=-0.2645092677612775)
Transition(state=array([ 0.26450927, -0.05745614]), action=2, next_state=array([ 0.07232339, -0.07030514]), reward=-0.07232338688816617)
Transition(state=array([ 0.07232339, -0.07030514]), action=0, next_state=array([ 0.12089779, -0.22365487]), reward=-0.22365486505348628)
Transition(state=array([ 0.12089779, -0.22365487]), action=3, next_state=array([ 0.19682328, -0.04296935]), reward=-0.19682327507338293)
